variable,value,bag,type
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
reverse WMA_0.4,64,40,reverse WMA
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,43,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,51,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,43,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,51,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,52,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,43,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,51,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,43,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,51,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,50,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,51,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,50,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,47,40,optimal
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,69,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,56,40,reverse WMA
reverse WMA_0.4,69,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,70,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,57,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,69,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,69,40,reverse WMA
reverse WMA_0.4,70,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,54,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,73,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,56,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,69,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,70,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,56,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,56,40,reverse WMA
reverse WMA_0.4,70,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,56,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,70,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,69,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,71,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,69,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,70,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,71,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,54,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,56,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,71,40,reverse WMA
reverse WMA_0.4,59,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,69,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,60,40,reverse WMA
reverse WMA_0.4,67,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,55,40,reverse WMA
reverse WMA_0.4,62,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,68,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,61,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,58,40,reverse WMA
reverse WMA_0.4,66,40,reverse WMA
reverse WMA_0.4,64,40,reverse WMA
reverse WMA_0.4,55,40,reverse WMA
reverse WMA_0.4,63,40,reverse WMA
reverse WMA_0.4,65,40,reverse WMA
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,43,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,51,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,43,40,optimal
optimal_0.4,51,40,optimal
optimal_0.4,43,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,50,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,50,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,51,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,43,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,44,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,50,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,46,40,optimal
optimal_0.4,50,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,45,40,optimal
optimal_0.4,49,40,optimal
optimal_0.4,47,40,optimal
optimal_0.4,48,40,optimal
optimal_0.4,47,40,optimal
